共通,,
都道府県,式場名,
大阪,envue （旧名：チャペル・コル）（アンヴュー）,
兵庫,アートグレイス ネクスト アシヤ,
兵庫,アニヴェルセル神戸,
兵庫,ア・ラ・モード パレ&ザ・リゾート（A LA MODE PALAIS&THE RESORT）,
兵庫,アーヴェリール迎賓館(姫路),
兵庫,ASHIYA MONOLITH 旧逓信省芦屋別館（芦屋モノリス）,
兵庫,アルモニーアッシュ,
兵庫,アプロディールハート,
兵庫,生田神社,
兵庫,ウエコン神戸（WEDDING COMFORT ISLAND KOBE）,
兵庫,ラヴィーナ姫路,
兵庫,ウエコン神戸（WEDDING COMFORT ISLAND KOBE）,
兵庫,ウエディングマナーハウス ラヴィーナ相生,
兵庫,エスタシオン・デ・神戸,
兵庫,ANAクラウンプラザホテル神戸,
兵庫,ANAクラウンプラザホテル神戸,
兵庫,ORIENTAL HOTEL(オリエンタルホテル神戸・旧居留地),
兵庫,OCEAN PLACE（オーシャンプレイス）,
兵庫,北野クラブ ソラ ,
兵庫,北野異人館 旧レイン邸（きたのいじんかん きゅうれいんてい）,
兵庫,北野異人館 旧クルペ邸,
兵庫,北野天満神社,
兵庫,北野クラブ（キタノクラブ）,
兵庫,北野ガーデン,
兵庫,北野クラブ,
兵庫,神戸セントモルガン教会（KOBE St.MORGAN CHURCH）,
兵庫,神戸迎賓館 旧西尾邸,
兵庫,神戸メリケンパークオリエンタルホテル,
兵庫,神戸北野 ル・ヴァン ヴェール,
兵庫,神戸ポートピアホテル,
兵庫,神戸北野サッスーン邸,
兵庫,神戸北野 ハンター迎賓館,
兵庫,神戸北野ホテル,
兵庫,神戸旧居留地 VILLA BLANCHE（ヴィラブランシュ）,
兵庫,オーシャンスイート(神戸メリケンパークオリエンタルホテル内),
兵庫,ザ・ヒルサイド神戸,
兵庫,THE MARCUS SQUARE KOBE（ザ マーカススクエア 神戸）,
兵庫,THE GARDEN PLACE SOSHUEN（蘇州園）,
兵庫,ザ・ロイヤルクラシック姫路,
兵庫,THE MARCUS SQUARE KOBE（ザ マーカス スクエア 神戸）,
兵庫,THE SORAKUEN（相楽園 / ザ ソウラクエン）,
兵庫,THE SEASONS LANDMARK KOBE KITANO　ザシーズンズランドマーク神戸北野,
兵庫,白鷺宮 姫路護国神社,
兵庫,ジェームス邸,
兵庫,デゼーロ（deuxzero）,
兵庫,ノートルダム神戸,
兵庫,播磨国総社,
兵庫,HILL SIDE HOUSE KOBE KITANO （旧名：ザ エクセレントヒルズ神戸北野）（ヒルサイドハウス神戸北野）,
兵庫,HIMEJI MONOLITH 旧逓信省姫路別館（姫路モノリス）,
兵庫,福寿の蔵元 神戸酒心館,
兵庫,ベルクラシック神戸,
兵庫,ホテルモントレ姫路,
兵庫,ホテルプラザ神戸,
兵庫,ホテル ラ・スイート神戸ハーバーランド,
兵庫,ホテル日航姫路,
兵庫,ホテル セトレ,
兵庫,ホテルオークラ神戸,
兵庫,MAIKO HOTELsince1919（舞子ホテル）,
兵庫,メゾン・ド・タカ 芦屋（Maison de Taka Ashiya）,
兵庫,山手迎賓館(三宮),
兵庫,ラヴィマーナ神戸（RAVIMANA KOBE）,
兵庫,ラ・スイート神戸オーシャンズガーデン,
兵庫,ララシャンスKOBE（神戸）,
兵庫,ルシアスガーデン,
兵庫,ルクリアモーレ神戸,
兵庫,ルミエランジェ・ガーデン（Lumierange Garden）,
京都,AKAGANE RESORT KYOTO HIGASHIYAMA （アカガネリゾートキョウトヒガシヤマ）,
京都,アイネス ヴィラノッツェ宝ヶ池（アイネス ヴィラノッツェタカラガイケ）,
京都,アトールテラス鴨川（ATOLL TERASSE KAMOGAWA）,
京都,インスタイルウェディング京都（InStyle wedding KYOTO）,
京都,ウェスティン都ホテル京都,
京都,ORIENTAL KYOTO SUZAKU-TEI 朱雀邸,
京都,上賀茂神社(賀茂別雷神社)（かみがもじんじゃ）,
京都,KIYOMIZU 京都東山（キヨミズ 京都東山）,
京都,京都セントアンドリュース教会,
京都,京都祝言 SHU:GEN（キョウトシュウゲン）,
京都,京都ガーデンパレス,
京都,京都アートグレイス ウエディングヒルズ,
京都,京都 北山モノリス（KYOTO KITAYAMA MONOLITH）,
京都,北山ル・アンジェ教会,
京都,京都ブライトンホテル,
京都,京都ホテルオークラ,
京都,北山迎賓館(京都),
京都,迎賓館シェーナ-PARTIR KYOTO-（ゲイヒンカンシェーナ パルティールキョウト）,
京都,KOTOWA 京都 八坂,
京都,KOTOWA 京都 中村楼（コトワ キョウト ナカムラロウ）,
京都,THE SODOH HIGASHIYAMA KYOTO（ザ ソウドウ ヒガシヤマ キョウト）,
京都,ザ オーク ガーデン（THE OAK GARDEN）,
京都,THE THOUSAND KYOTO（ザ・サウザンドキョウト）,
京都,SHOZAN RESORT KYOTO（ショウザンリゾートキョウト）,
京都,下鴨神社（しもがもじんじゃ）,
京都,セントオーガスティン教会,
京都,チャペルグリーンベル北白川,
京都,二条城チャペル セント・アベニール,
京都,PAVILION COURT(国登録有形文化財)（パビリオンコート）,
京都,FUNATSURU KYOTO KAMOGAWA RESORT （フナツルキョウトカモガワリゾート）,
京都,フォーチュンガーデン京都,
京都,平安神宮会館,
京都,平安神宮,
京都,ホテルモントレ京都,
京都,ホテルグランヴィア京都,
京都,マリアージュグランデ,
京都,リバースイート京都鴨川迎賓館（リバースイートキョウトカモガワゲイヒンカン）,
京都,リーガロイヤルホテル京都,
福岡,アルマリアン 福岡（ALMALIEN FUKUOKA）,
福岡,赤坂ル・アンジェ教会,
福岡,アーカンジェル迎賓館(天神),
福岡,アーフェリーク迎賓館(小倉),
福岡,アモーレヴォレ サンマルコ,
福岡,WITH THE STYLE（ウィズザスタイル）,
福岡,ANAクラウンプラザホテル福岡,
福岡,エクセレントガーデン（EXCELLENT GARDEN）,
福岡,オーシャン&リゾート マリゾン（OCEAN&RESORT MARIZON）,
福岡,カノビアーノ福岡,
福岡,GARDEN WEDDING アルカディア小倉,
福岡,QUANTIC（クアンティック）,
福岡,グランド ハイアット 福岡,
福岡,KKRホテル博多,
福岡,Sayagatani garden aglass（鞘ヶ谷ガーデン アグラス）,
福岡,桜坂セント・マルティーヌ教会,
福岡,THE MARCUS SQUAREアゴーラ福岡山の上ホテル&スパ（ザ マーカススクエア）,
福岡,The Matirtha Suite（ザ マティルタスイート）,
福岡,THE LUIGANS SPA&RESORT（ザ・ルイガンズ スパ&リゾート）,
福岡,ザ ヴィラズ 福岡（THE VILLAS 福岡）,
福岡,ザ・ロイヤルクラシック福岡,
福岡,松柏園ホテル,
福岡,JR九州ステーションホテル小倉,
福岡,太宰府迎賓館（ダザイフゲイヒンカン）,
福岡,千草ホテル,
福岡,TENJIN MONOLITH（天神モノリス）,
福岡,西鉄グランドホテル,
福岡,ノートルダム マリノア,
福岡,ノートルダム北九州,
福岡,博多サンヒルズホテル,
福岡,ハカタギ グランヒューリ,
福岡,パドドゥ・ル・コトブキ -Hiyori-,
福岡,ヒルトン福岡シーホーク,
福岡,フレアージュ桜坂,
福岡,プレミアホテル門司港,
福岡,ベルクラシック小倉,
福岡,ホテル日航福岡,
福岡,ホテルモントレ ラ・スール福岡,
福岡,ホテルニューオータニ博多,
福岡,マリコレ ウェディングリゾート,
福岡,マリーゴールド門司港迎賓館,
福岡,マリーゴールド 久留米,
福岡,MARRYGOLD  PREMIER 【マリーゴールド プルミエ】,
福岡,ララシャンス博多の森,
福岡,ララシャンスベルアミー 鳥栖,
福岡,RITZ5/リッツ5,
福岡,リストランテKubotsu,
福岡,リーガロイヤルホテル小倉,
福岡,ルクリアモーレ福岡,
福岡,レストランひらまつ博多（レストランヒラマツハカタ）,
福岡,ロイヤルパークアルカディア,
福岡,ロイヤルチェスター福岡,
沖縄,アイネス ヴィラノッツェ 沖縄,
沖縄,アリビラ・グローリー教会,
沖縄,アクアグレイス・チャペル,
沖縄,ARLUIS SUITE ～海の教会～（アールイズ・スイート）,
沖縄,アクアルーチェ・チャペル,
沖縄,アートグレイス オーシャンフロントガーデンチャペル 沖縄,
沖縄,アラマンダ チャペル（ALLAMANDA CHAPEL）,
沖縄,アイネス ヴィラノッツェ in カヌチャベイ ～グラン・ブルーチャペル～,
沖縄,ブルー インフィニティー/イル・ド・レ,
沖縄,ヴォヤージュ ドゥ ルミエール 北谷,
沖縄,エリスリーナ西原 ヒルズガーデン,
沖縄,沖縄ハーバービューホテル,
沖縄,沖縄かりゆしビーチリゾート・オーシャンスパ（Okinawa Kariyushi Beach Resort Ocean Spa）,
沖縄,沖縄かりゆしアーバンリゾート・ナハ,
沖縄,カフー リゾート フチャク コンド・ホテル（Kafuu Resort Fuchaku CONDO・HOTEL）,
沖縄,クルデスール・チャペル,
沖縄,コーラルヴィータ・チャペル,
沖縄,ザ・ギノザリゾート 美らの教会,
沖縄,ザ・ナハテラス,
沖縄,ザ・ブセナテラス,
沖縄,ザ・リッツ・カールトン沖縄,
沖縄,サザンビーチ ホテル&リゾート シーシェルブルー,
沖縄,白の教会,
沖縄,シギラミラージュ ベイサイドチャペル,
沖縄,セントレジェンダ OKINAWA（CENTLEGENDA OKINAWA）,
沖縄,瀬良垣島教会,
沖縄,チャペルSUNS（チャペルサンズ）,
沖縄,フサキビーチリゾート ホテル&ヴィラズ,
沖縄,ブレスド バイ・ザ・シー(オリエンタルホテル 沖縄リゾート&スパ内),
沖縄,ホテル日航アリビラ ヨミタンリゾート沖縄,
沖縄,モントレ・ルメール教会,
沖縄,ラソール ガーデン・アリビラ クリスティア教会,
沖縄,ルネッサンス・リベーラ教会,
